"","Company","Delta.price","Earnings.Per.Share.USD","Dividends.USD","Book.Value.Per.Share...USD","Return.on.Assets..","Return.on.Equity..","Return.on.Invested.Capital..","Debt.Equity","Revenue.USD.Mil","Net.Income.USD.Mil","Free.Cash.Flow.USD.Mil","Financial.Leverage","Long.Term.Debt","Accounts.Receivable"
"135","DISCK",0.279063866481088,-1.421428571,NA,-0.119463869,-1.178318136,-1.388294879,-1.22953451,3.923076923,0.622904368,-1.29770318021201,0.433781190019194,1.67213114754098,0.846979107848673,-0.0685714285714285
"136","DISH",1.28028702536622,0.200589971,NA,50.73913043,-0.495476688,NA,NA,NA,0.024416287,0.384564643799472,-2.98860911270983,NA,-0.218360756573889,-0.682539682539682
"137","DLPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","DLR",0.917266115048923,-0.25,0.367647059,1.50250976,-0.550218341,-0.657105606,-0.497520661,-0.370860927,1.312323612,0.58974358974359,-3.30925507900677,-0.246794871794872,-0.141771111567701,-0.134228187919463
"139","DLTR",1.50035542212695,1.438709677,NA,NA,-0.666666667,-0.33478735,-0.577950043,5.705882353,2.522441346,1.25692695214106,2.25882352941176,0.785276073619632,2.74190476190476,NA
"140","DOV",0.720025597027541,0.08649789,0.542372881,1.077878104,-0.211907164,-0.475964078,-0.463114754,-0.227272727,-0.01509434,-0.0927374301675978,-0.224565756823821,NA,0.217731421121252,0.0375099760574621
"141","DRE",1.16667089649137,40.45454545,0.132352941,0.742744063,52.55813953,24.64150943,5.277641278,-0.732323232,-0.386970173,16.0208333333333,6.2258064516129,-0.553424657534247,-0.399271402550091,2.11666666666667
"142","DRI",0.952337950461241,0.120943953,0.75,0.093880389,0.068616423,-0.049457177,0.233245729,-0.407894737,-0.044,0.00630252100840336,0.691860465116279,-0.0709219858156027,-0.338772338772339,0.241666666666667
"143","DTE",1.15279218767008,0.511961722,0.448275862,0.268819815,0.23297491,0.17953668,0.033850494,0.242718447,0.416994493,0.594936708860759,-1.25381679389313,-0.0431266846361186,0.326567596955419,0.0166358595194085
"144","DUK",0.47665265975702,0.138381201,0.175084175,0.161977335,-0.195729537,-0.018592297,-0.121323529,0.426829268,0.621928557,0.793083235638921,1.02571428571429,0.2,0.188168449197861,0.608
"145","DVA",0.636598578289745,0.399193548,NA,1.45505618,-0.37366548,-0.387763895,-0.269387755,-0.053398058,0.557863076,0.389121338912134,0.284615384615385,-0.0265060240963856,-0.0309523809523809,-0.315533980582524
"146","DVN",-0.503135567755486,-0.848888889,-0.641791045,-0.740195141,-0.74822974,-0.488543018,-0.583808438,2.964285714,0.319303887,-0.809098639455782,-1.0793893129771,0.703125,1.79132231404959,0.647761194029851
"147","DWDP",1.00251132899451,-0.556097561,0.955555556,1.600235156,-0.690751445,-0.827819549,-0.735645933,-0.7,0.041660415,-0.467541940189643,3.88560533841754,-0.493403693931398,-0.413754646840149,-0.368080517613228
"148","DXC",2.63874385980056,-1.186046512,-0.2,-0.720959074,-1.330396476,-1.592836946,-1.192261185,2.6875,-0.525807256,-1.16621621621622,-0.180300500834725,1.13488372093023,0.769333333333333,-0.177719982661465
"149","EA",3.93102886254796,-4.666666667,NA,0.496103896,-3.270363951,-3.487056568,-2.994247363,NA,0.349958206,-4.5036231884058,3.82758620689655,-0.0104166666666667,NA,-0.316176470588235
"150","EBAY",1.66835007555544,-1.386178862,NA,-0.128082737,-1.311688312,-1.561728395,-1.333725029,11.77777778,-0.178939238,-1.31464849798699,0.0735930735930736,1.11842105263158,5.36917562724014,-0.76984126984127
"151","ECL",1.4887040224202,1.685863874,1.111111111,1.953846154,0.97,0.750631845,0.923809524,-0.239316239,1.035299309,2.25701943844492,2.821875,-0.186335403726708,-0.0667582417582418,0.178416013925152
"152","ED",0.507385393536645,0.383753501,0.15,0.223198594,0.136200717,0.118865867,0.040247678,0.103448276,-0.069948987,0.435969868173258,-1.06495726495726,-0.0741839762611276,0.183610359489756,-0.175257731958763
"153","EFX",2.61741009848183,1.569148936,1.4375,0.757658271,0.259314456,0.465404224,0.187122736,-0.035087719,0.716181725,1.51931330472103,0.792792792792793,0.106796116504854,-0.123871433730589,-0.241676942046856
"154","EIX",1.04354001380576,-16.63636364,0.7421875,0.126885537,-14.625,-14.25,1.035714286,-0.264705882,-0.034482759,-16.2702702702703,-0.732815964523282,-0.0564853556485357,-0.206387362637363,-0.262626262626263
"155","EL",1.02739192926275,0.925287356,2.473684211,0.68018018,-0.004971002,0.025473547,-0.104245283,0.87804878,0.342111237,0.784285714285714,0.917159763313609,0.104602510460251,0.696987253765933,-0.199734571997346
"156","EMN",0.884183093291179,1.095132743,1.111111111,1.52189519,-0.230769231,-0.300175835,-0.376623377,0.480519481,0.330314851,0.988505747126437,5.33962264150943,-0.103030303030303,0.65211810012837,-0.239015817223199
"157","EMR",0.160774363698103,-0.281345566,0.391304348,-0.117981521,-0.307909605,-0.241351241,-0.314054367,0.047619048,-0.369829081,-0.387903225806452,-0.444702242846094,-0.0218340611353711,0.0646929824561405,-0.169051404345522
"158","EOG",0.914632264147406,1.175609756,1.09375,0.036606374,0.853191489,0.789308176,0.263721553,-0.075,-0.219040095,1.36755270394134,-1.05944350758853,-0.0710659898477157,0.00247892910262752,-0.0369747899159663
"159","EQIX",3.5554851393713,0.724137931,NA,0.90802213,-0.190217391,-0.154786151,-0.112016293,0.028368794,1.718108276,1.47872340425532,-1.48412698412698,-0.0777027027027027,0.0764392839864537,0.55
"160","EQR",0.153822277495999,-0.453020134,0.278481013,0.492745836,-0.457089552,-0.653121319,-0.428891377,-0.505617978,0.242332831,-0.325503355704698,-2.14810810810811,-0.337704918032787,-0.272907379891035,NA
"161","EQT",0.127838096072956,1.520376176,-0.863636364,0.001304348,0.109090909,0.093880389,-0.047426842,-0.214285714,0.82195122,2.14375,2.11977715877437,-0.0901639344262294,0.0406108989934051,0.177033492822967
"162","ES",0.78022424488292,0.400900901,0.727272727,0.554411106,0.103053435,-0.101090188,-0.110749186,-0.101694915,0.73578146,1.50126582278481,-0.235849056603774,-0.161538461538462,0.0757776307081403,-0.271662763466042
"163","ESRX",0.264936000687755,2.059288538,NA,5.308724832,-0.126153846,-0.373361925,-0.126857143,-0.70979021,1.169289802,2.54274509803922,1.48314606741573,-0.526148969889065,-0.39082487869431,0.0603096984515078
"164","ESS",0.912741834233359,4.298387097,0.682692308,1.44521784,2.365384615,1.145061728,0.647058824,-0.473988439,1.865546218,8.21276595744681,-47.3333333333333,-0.327702702702703,-0.236505563859824,-0.50609756097561
"165","ETFC",1.9906493191016,2.981481481,NA,0.352567802,2.181818182,1.785100287,NA,-0.813953488,0.153021442,2.91082802547771,0.0119165839126117,0.0431654676258993,-0.82312925170068,0.605759682224429
"166","ETN",0.575559410365013,0.699745547,0.764705882,0.632900433,0.231469441,0.019769357,0.012254902,-0.066666667,0.271356471,1.21111111111111,2.15588235294118,-0.209205020920502,0.165959703075292,-0.115581565471836
"167","ETR",0.14081481980449,-0.698013245,0.054216867,-0.062877166,-0.737463127,-0.664482307,-0.67324291,0.612612613,-0.013803544,-0.689100219458669,5.92462311557789,0.300668151447661,0.241896272285251,0.0569105691056911
"168","EW",1.70540716218476,1.727272727,NA,1.543001686,-0.094220111,0.170486305,-0.091588785,0.363636364,1.047079857,1.47457627118644,2.68303571428571,0.304054054054054,0.0144927536231884,-0.499073502161828
"169","EXC",-0.11988088691309,0.058666667,-0.376190476,0.347806005,-0.298924731,-0.241881299,-0.23853211,0.282352941,0.771876982,0.511022044088176,-1.12823674475956,0.02088772845953,0.286037053773159,0
"170","EXPD",0.200726136771681,0.502793296,0.68,0.215835141,0.191229331,0.238349515,0.233497537,NA,0.125365854,0.266839378238342,0.0395778364116095,0.090909090909091,NA,0.391904323827047
"171","EXPE",1.58345636210628,-0.290322581,1.071428571,0.398801291,-0.693593315,-0.549767922,-0.549120235,0.438596491,1.916787475,-0.199152542372881,0.324817518248175,0.381756756756757,0.135758196721312,0.952107279693487
"172","EXR",2.7816609606604,5.962962963,4.571428571,0.653809972,2.108490566,2.926553672,0.974736842,0.732142857,2.348484848,8.58,-11.5357142857143,0.283400809716599,0.383308238330824,-0.945945945945946
"173","F",-0.106259277143148,-0.615384615,NA,4.369426752,-0.739388795,-0.915737519,-0.782026769,-0.253807107,0.150531322,-0.623905407411072,1.0118375523584,-0.377422072451559,0.200060259114191,-0.446866485013624
"174","FAST",0.378324617497223,0.661157025,0.969230769,0.477987421,-0.086343612,0.099578705,-0.073591414,NA,0.586917239,0.61731843575419,2.14189189189189,0.2,NA,0.0388059701492536
"175","FBHS",NA,-14.17391304,NA,0.229809104,-10.86666667,-6.52173913,-11.93220339,2.222222222,0.587439904,-14.1388888888889,3.06542056074766,0.232558139534884,1.5546218487395,0.0599369085173502
"176","FCX",-0.706082396987361,-0.738493724,NA,-0.702469136,-0.672506739,-0.202160494,-0.678653405,5.391304348,-0.214415709,-0.601535087719298,-0.199216837983358,1.28292682926829,1.84158415841584,0.182584269662921
"177","FDX",1.40565259372894,1.422319475,2.333333333,0.178921058,0.140540541,1.005,0.225,7.454545455,0.534678404,1.06404958677686,-1.30642504118616,0.677777777777778,4.04269293924466,-0.0645546921697549
"178","FE",-0.259455569642346,-2.755656109,-0.345454545,-0.538954793,-2.87037037,-5.182490752,-1.685873606,3.559322034,-0.137839833,-2.94802259887006,0.231847133757962,2.0252808988764,0.50421432871764,0.0316622691292876
"179","FFIV",0.268210527241922,1.195945946,NA,0.377236936,0.067395264,0.522498908,0.522498908,NA,0.814236111,0.746887966804979,0.832020997375328,0.422535211267606,NA,0.114583333333333
"180","FIS",2.00794190344451,1.568627451,4.8,0.330670217,0.558208955,0.760989011,0.385435169,0.014285714,0.587989556,1.8063829787234,0.295063145809414,0.0610328638497652,-0.0481637567730282,0.099195710455764
"181","FISV",3.10567079471617,0.762195122,NA,0.007117438,1.217468806,2.248797251,1.130044843,0.808080808,0.313350242,1.63983050847458,0.57161629434954,0.438931297709924,0.26501860712387,0.24390243902439
"182","FITB",1.13708886953643,1.398305085,1.142857143,0.577567371,0.53125,0.486744433,NA,0.302631579,-0.025615436,0.69159599074788,-0.419517102615694,0.0350109409190372,0.265700483091788,NA
"183","FL",1.54207463492766,3.588785047,0.833333333,0.528244275,1.945945946,1.964747356,2.139322917,-0.285714286,0.538126362,2.92899408284024,1.40174672489083,-0.006993006993007,-0.300211416490486,NA
"184","FLIR",0.316936333106976,-0.442028986,1.5,0.362362362,-0.642857143,-0.572829132,-0.591346154,0.4375,0.165803109,-0.515837104072398,0.316831683168317,0.125,0.297227036395147,-0.185478547854786
"185","FLR",-0.236437034201798,-0.6,0.68,0.203589744,-0.72459893,-0.656413233,-0.708090615,2.2,-0.165091313,-0.678451178451178,-0.422101449275362,0.14344262295082,1.76996805111821,0.149933065595716
"186","FLS",0.26216913822707,-0.992156863,0.76744186,-0.055594652,-0.99470339,-0.991836735,-0.993448481,3.55,-0.188248337,-0.993006993006993,1.26363636363636,0.455882352941177,2.12972420837589,-0.239319965126417
"187","FLT",4.1574005563611,3.494318182,NA,3.102040816,-0.086563307,0.068292683,-0.237465181,1.323529412,3.326923077,4.03401360544218,1.2781954887218,0.076923076923077,1.14023372287145,-0.61702776930119
"188","FMC",0.931407927252968,0.564705882,1.2,0.671610169,-0.326254826,-0.251215559,-0.501454898,0.777777778,-0.148016578,0.465753424657534,0.302083333333333,0.135761589403974,0.539914974019839,-0.0510450160771704
"189","FOX",0.871454897684213,0.528846154,1.4,-0.277827248,0.265392781,1.002991027,0.35519802,1.384615385,-0.146834306,0.0777656078860898,0.0327272727272727,0.538095238095238,0.554588607594937,0.250734573947111
"190","FOXA",0.980987860514562,0.528846154,1.4,-0.277827248,0.265392781,1.002991027,0.35519802,1.384615385,-0.146834306,0.0777656078860898,0.0327272727272727,0.538095238095238,0.554588607594937,0.250734573947111
"191","FRT",0.550152304395917,0.74122807,0.455882353,0.388999009,0.166666667,0.151391162,-0.129438717,-0.108571429,0.549728752,1.01388888888889,59,-0.0165016501650164,-0.0941564071440957,0.0609418282548477
"192","FTI",-0.339340070899649,-0.958041958,-0.878504673,-0.302951594,-0.896328294,-0.916155419,-0.84298441,-0.333333333,0.705096263,-0.828267477203647,-1.11780104712042,-0.325878594249201,NA,-0.100178890876565
"193","GD",1.8546117066559,0.391557496,0.792349727,0.019366658,0.14552737,0.365738308,0.266538215,0.166666667,-0.05214677,0.152810768012668,0.24136690647482,0.159090909090909,0.0142857142857143,0.980407523510972
"194","GE",0.432370147667554,-1.585365854,0.37704918,-0.254885302,-1.943820225,-1.801437556,-2.033195021,-0.269230769,-0.153047379,-1.40887569783054,-0.878989811193201,-0.0454545454545455,-0.199160325373918,-0.746442733846513
"195","GILD",2.62278371994601,0.983050847,NA,3.677339901,-0.625450799,-0.471117105,-0.59795501,0.336283186,2.113536076,0.650499286733238,2.22440832620473,0.33852140077821,-0.00971093044263775,-0.51418439716312
"196","GIS",0.50306780830669,0.025925926,0.714285714,-0.286727457,-0.229524772,0.171793194,-0.155405405,1.034482759,0.049663978,-0.0778642936596218,0.855353075170843,0.720136518771331,0.184175531914894,0.20096463022508
"197","GLW",0.673951861892666,-1.370786517,1.695652174,0.343837535,-1.205741627,-1.295602019,-1.260047281,2.181818182,0.282129278,-1.17718360071301,-0.735799207397622,0.553030303030303,1.03764705882353,0.688946015424165
"198","GM",0.331264712554369,-1.57860262,NA,0.354897494,-1.334579439,-1.347089947,-1.160447761,3.571428571,-0.031195933,-1.42045701849837,-10.4715073529412,0.165067178502879,2.92478421701603,0.962209302325581
"199","GOOG",2.26122410315702,0.20886501,NA,NA,-0.535164099,-0.534297964,-0.491504091,-0.6,1.924548213,0.300400534045394,1.12276444684102,0.032,-0.51338199513382,0.115294117647059
"200","GOOGL",2.30009111672761,0.20886501,NA,1.677125266,-0.535164099,-0.534297964,-0.491504091,-0.6,1.924548213,0.300400534045394,1.12276444684102,0.032,-0.51338199513382,0.115294117647059
"201","GPC",0.691447533162965,0.167597765,0.5,0.244732577,-0.417670683,-0.078934386,-0.349809886,3.166666667,0.309013564,0.0920353982300885,0.262955854126679,0.725118483412322,1.42136150234742,-0.214889336016097
"202","GPN",2.79837188774612,1.315384615,0,NA,-0.536082474,-0.396871945,-0.518847007,4.217391304,1.137096774,1.23923444976077,-0.459901800327332,0.212014134275618,3.05707762557078,-0.536
"203","GPS",0.312659947970263,-0.10106383,1.3,-0.015850144,-0.44,-0.075633383,-0.241456835,0.954545455,0.058101473,-0.438538205980066,0.0067396798652064,0.514450867052023,0.301587301587302,0.517241379310345
"204","GRMN",0.575819056287844,0.378277154,0.275,0.22715736,0.184402924,0.165254237,0.170622194,NA,0.118883653,0.333973128598848,-0.348271446862996,-0.0364963503649635,NA,-0.132450331125828
"205","GS",0.786411036122971,0.997782705,1.071428571,0.451844337,0.518518519,0.383561644,NA,0.099041534,0.025059873,-0.035119315623593,-2.02277503543326,-0.0510204081632654,0.158056042031524,0.142697881828317
"206","GT",1.34765587540301,0.087301587,NA,3.982843137,0.067357513,-0.894282932,-0.459816887,-0.942797712,-0.324592612,0.0087463556851312,-2.02592592592593,-0.947598870056497,0.0942712110224801,-0.265470297029703
"207","GWW",0.337151714203649,0.104740904,1.007936508,-0.13529898,-0.338350785,0.223201175,-0.309082892,18,0.290542213,-0.109422492401216,0.491803278688525,0.916201117318436,9.46701846965699,0.211783439490446
"208","HAL",0.0763547495198981,-1.172077922,1,-0.212527964,-1.131559497,-1.216687422,-1.12066204,2.378378378,-0.169519513,-1.16308559351884,0.497948016415869,0.681564245810056,1.04320078546883,-0.0647414997671169
"209","HAS",1.37711595922892,0.106382979,0.930434783,0.463687151,-0.184631804,-0.154663518,-0.198662207,-0.060606061,0.215585628,0.0311688311688312,0.986531986531986,-0.00687285223367698,-0.05573577115895,0.0606786427145708
"210","HBAN",1.24062375428047,0.694915254,2.5,0.540308748,0.147368421,0.10273327,NA,0.516129032,0.646541842,1.1841620626151,0.212956581667815,-0.012014787430684,0.553602811950791,NA
"211","HBI",2.28556510562975,-0.746268657,NA,0.78125,-0.868035191,-0.848915831,-0.873156342,1.033962264,0.395514341,-0.767790262172285,6.29487179487179,0.697635135135135,0.198170051327829,0.122536418166238
"212","HCA",NA,0.197183099,NA,-0.168669528,-0.351184346,NA,NA,NA,0.341721528,-0.101014198782961,0.0696539485359361,NA,-0.054921968787515,0.0545994065281898
"213","HCP",-0.117509378007195,-0.317829457,-0.229166667,-0.455637708,-0.173134328,0.211783439,-0.269645609,0.704545455,0.007536232,-0.23191094619666,0.391634980988593,0.336683417085427,0.274085637823372,0.933333333333333
"214","HD",3.29824725110111,2.208955224,1.936170213,-0.598797251,1.258495146,7.568807339,1.422047244,10.2173913,0.391164316,1.38376273217496,1.33935224992835,3.67924528301887,1.39723502304147,0.748148148148148
"215","HES",-0.331384921130658,-3.618762475,1.5,-0.24765343,-4.485776805,-4.330920372,-3.363961814,0.8125,-0.857900484,-3.39224897240164,-0.509396636993076,-0.009478672985782,0.908262849707222,-0.65390625
"216","HFC",0.0915989389772797,-0.295950156,2.882352941,0.131677019,-0.452054795,-0.538062284,-0.541728213,1.043478261,-0.077007772,-0.213098729227761,-0.295643153526971,0.00505050505050506,0.958565737051793,-0.518817204301075
"217","HIG",1.25859025028495,-7.15,1.35,-0.038430904,-8,-8.006802721,NA,0.206896552,-0.223477744,-5.72960725075529,-0.148636763412489,0.227205882352941,-0.0325581395348837,2.13274336283186
"218","HII",NA,-6.102439024,NA,0.604395604,-5.796178344,-3.605751391,-19.56701031,-0.652380952,0.131711027,-6.09574468085106,0.305135951661631,-0.472383720930233,-0.341751393899639,0.572995780590717
"219","HOG",0.378990864683893,0.184313725,2.106382979,-0.020390071,-0.162679426,0.07027027,-0.206185567,0.566037736,0.063064759,-0.128547579298831,0.147988505747126,0.3525,0.157815252957463,0.193548387096774
"220","HOLX",1.19647990605461,3.474576271,NA,-0.070535714,2.659259259,4.496415771,1.655737705,0.549019608,0.709893795,3.81528662420382,-1.25255102040816,0.406862745098039,0.0989099717400081,0.262264150943396
"221","HON",1.50913224484746,-0.180076628,1,0.865116279,-0.45112782,-0.530909091,-0.630651341,0.140625,0.109638917,-0.199322689888728,1.42506142506143,-0.0652173913043479,0.225043277553376,-0.177863436123348
"222","HP",0.00888142793546819,-1.30075188,10.2,0.281270465,-1.209178228,-1.208537439,-1.192846034,0.714285714,-0.290487421,-1.29493087557604,-1.14134275618375,0.0130718954248366,0.627659574468085,-0.194565217391304
"223","HPQ",0.191429066452725,-0.554216867,0.325,-1.13556701,0.464991023,NA,NA,NA,-0.590899446,-0.642917726887193,-0.595679012345679,NA,0.174112256586483,0.317989097516657
"224","HRB",0.720480791540153,0.458015267,0.466666667,-2.151785714,0.889460154,NA,NA,NA,-0.165934066,0.00738916256157635,0.0244444444444444,NA,1.74900793650794,-0.360846560846561
"225","HRL",1.42433048312765,0.804597701,1.615384615,0.787276342,0.11023622,-0.037333333,-0.025553663,-0.444444444,0.161241292,0.786919831223629,1.00253807106599,-0.11875,-0.390492359932088,-0.197552447552448
"226","HRS",1.78991408769531,-0.034782609,1.12,0.238434164,-0.535250464,-0.262863981,-0.4297164,0.546666667,-0.004219409,-0.0595238095238095,-0.114173228346457,0.396761133603239,0.0992815153494447,-0.55732044198895
"227","HSIC",1.48694178143858,0.291457286,NA,0.388101983,-0.294191919,-0.044795784,-0.238059136,1.133333333,0.460961313,0.103260869565217,-0.0884086444007859,0.425641025641026,0.389021479713604,0.00426894343649957
"228","HST",0.203215779490495,-39,4.714285714,-0.002083333,-41.66666667,-36.13043478,1.545098039,-0.348837209,0.077831132,-38.6,7.00840336134454,-0.142857142857143,-0.232389580973952,1.42857142857143
"229","HSY",0.94811791658117,0.335766423,0.847826087,-0.053398058,-0.023480663,0.281497981,-0.113050377,0.09223301,0.235816478,0.24483306836248,3.25751072961373,0.167307692307692,-0.0657630522088355,0.170165745856353
"230","HUM",2.11983911354016,0.986997636,1.52,0.699645168,0.10965435,0.259239704,NA,1.285714286,0.4597904,0.725158562367865,1.03404500865551,0.254545454545454,0.872998932764141,-0.462328767123288
"231","IBM",-0.0776149353734393,-0.529862175,1.034482759,0.110647182,-0.656272661,-0.562848972,-0.691813804,0.98245614,-0.259802088,-0.637149164301482,-0.1467817379274,0.231833910034602,0.61882951653944,-0.00630169358014967
"232","ICE",1.62910022502715,2.065217391,NA,2.341047503,0.938271605,-0.108796296,-0.17219917,-0.074074074,3.396382818,3.92941176470588,1.7648,-0.601036269430052,1.34913793103448,2.02631578947368
"233","IDXX",3.07654409263601,1.115107914,NA,-1.105263158,-0.033373063,NA,NA,NA,0.615258409,0.623456790123457,0.778443113772455,NA,146.416666666667,0.149525893508388
"234","IFF",1.32270390463509,0.141104294,1.293103448,0.507109005,-0.249452954,-0.29601892,-0.306430446,0.385714286,0.219153515,0.108614232209738,3.2258064516129,0.0148698884758364,0.352493338408831,-0.0941619585687382
"235","ILMN",2.2962062970183,6.935483871,NA,1.276670574,2.543123543,2.847769029,2.803339518,-0.426666667,1.606060606,7.3448275862069,1.01792114695341,-0.0637254901960785,-0.388632036986674,-0.0126262626262626
"236","INCY",6.72664938688546,0.026845638,NA,-6.818181818,-0.651382185,NA,NA,NA,15.34042553,0.67379679144385,0.228915662650602,NA,-0.992508583914265,4.93333333333333
"237","INTC",0.71370435009009,-0.167364017,0.384615385,0.640997831,-0.578619616,-0.476979742,-0.583265638,1.533333333,0.162262264,-0.258151753979292,0.0130404941660947,0.154838709677419,1.11044176706827,-0.113060428849903
"238","INTU",1.67450968727216,0.86,NA,-0.292110874,0.898373984,2.311320755,1.93456276,0.684210526,0.344326149,0.531545741324921,0.743949044585987,0.538461538461539,0.102354145342886,-0.142857142857143
"239","IP",0.967738987998581,0.693069307,0.917525773,-0.297520661,0.24609375,0.98043151,0.421744325,0.194244604,-0.164822924,0.598806860551827,-0.758575197889182,0.274509803921569,-0.0716357308584687,-0.24864446165763
"240","IPG",1.15561867514636,0.474747475,2,0.09375,0.14713217,0.198689956,0.167344173,0.074074074,0.123592302,0.0883458646616541,4.45112781954887,0.00347826086956514,0.0561914672216442,0.451265638638348
"241","IPGP",1.90273047581514,1.639004149,NA,3.155858931,-0.254569773,-0.373346241,-0.352358168,-0.5,1.97257384,1.94915254237288,7.20588235294118,-0.145985401459854,-0.314285714285714,-0.195826645264848
"242","IR",1.68763868787005,4,2.953488372,0.063429914,3.13559322,3.09978308,1.82231405,-0.023809524,-0.039507509,2.79591836734694,0.380699893955461,-0.0590405904059041,0.0583279325988333,0.191433566433567
"243","IRM",0.303888842769775,-0.658415842,1.382978723,-0.335015136,-0.716981132,-0.648725212,-0.457252642,0.140684411,0.275621891,-0.535353535353535,-0.212987012987013,-0.0144329896907215,0.156336214824352,-0.153333333333333
"244","ISRG",1.5136620285533,0.379562044,NA,1.197610752,-0.406387665,-0.405392621,-0.405392621,NA,0.780876494,0.333333333333333,0.601680672268908,0.0517241379310345,NA,-0.0863309352517985
"245","IT",2.09350157331233,-0.971223022,NA,3.572115385,-0.993184031,-0.991512865,NA,2.554216867,1.253914227,-0.978102189781022,-0.327102803738318,-0.0237154150197628,2.6623735050598,-0.4703375942314
"246","ITW",1.79123272049518,0.159904535,1.042857143,-0.276794494,-0.128099174,0.786148807,-0.138839019,3.657142857,-0.195254961,-0.185417672621922,0.31398252184769,1.03333333333333,1.2967542503864,0.0721123165283983
"247","IVZ",0.529927529219855,0.751592357,1.395833333,0.145903479,0.038147139,0.515151515,0.757847534,-0.024691358,0.260997067,0.543835616438356,0.469078179696616,0.529411764705882,-0.390420495683654,-0.0220000000000001
"248","JBHT",1.26182320156829,1.928909953,0.769230769,2.147887324,0.362139918,-0.063900599,0.235757295,-0.520325203,0.588248288,1.66926070038911,1.46616541353383,-0.3925,-0.211738002594034,0.485950413223141
"249","JCI",0.728581120502446,-0.169902913,0.5625,0.309919901,-0.5221843,-0.529908973,-0.564597315,0.43902439,-0.261087846,-0.00800492610837438,4.34538152610442,-0.0557620817843866,0.516795865633075,-0.466804979253112
"250","JEC",0.320604687145323,-0.069230769,NA,0.353644427,-0.361426256,-0.376514445,-0.356850716,NA,-0.034579079,-0.11178247734139,2.31159420289855,-0.0874316939890711,106,-0.1703552708212
"251","JNJ",1.04169794379784,-0.865329513,0.475555556,0.224145584,-0.902575588,-0.883078731,-0.896191187,1.217391304,0.175611256,-0.865591397849462,0.538185006576063,0.311557788944724,0.709027169149869,-0.0784103114930183
"252","JNPR",-0.0749696889969242,0.012658228,NA,0.070561457,-0.318872017,0.022544283,-0.195164076,2.285714286,0.129916835,-0.28,0.540277777777778,0.48936170212766,1.16983016983017,0.498269896193772
"253","JPM",1.33768169668354,0.408482143,1.12,0.466378378,0.125,-0.034280118,NA,-0.150684932,0.024579879,0.287995362563238,-1.0260705499729,-0.144297905352987,-0.0105913503971756,-0.014760147601476
"254","JWN",-0.0244642071736483,-0.265454545,0.947368421,-0.454153182,-0.478808706,0.191969519,-0.260558804,1.321167883,0.521340206,-0.422512234910277,0.0308483290488432,1.44715447154472,-0.0545845657434795,-0.906813996316759
"255","K",0.293882042894285,0.521008403,0.269461078,-0.126760563,-0.221793635,-0.020210057,-0.190232822,0.237762238,-0.02083649,0.0308692120227457,0.143856143856144,0.0931952662721893,0.133238837703756,-0.148296593186373
"256","KEY",1.3287101415872,0.298850575,2.8,0.319444444,-0.011111111,-0.01659292,NA,0.03030303,0.487852761,0.408695652173913,-0.016743648960739,0.0650054171180931,-0.0363805970149254,NA
"257","KIM",0.170394152582478,2.222222222,0.493150685,0.048843188,1.849557522,2.048245614,0.748344371,0.172413793,0.311135371,1.5207100591716,8.16417910447761,0.0634146341463416,0.0793032317212927,0.153846153846154
"258","KLAC",1.27181876631553,0.261802575,1.14,-0.572180012,-0.046461372,1.953712633,-0.015372168,6.769230769,0.096062992,0.16624685138539,0.348445595854922,1.55828220858896,2.03571428571429,-0.220363636363636
"259","KMB",0.918466105454447,0.604010025,0.385714286,-0.943468296,0.887792848,29.33403509,1.073859987,8.990291262,-0.124100547,0.431803896920176,0.624242424242424,5.52845528455285,0.528501055594651,0.137751303052867
"260","KMI",NA,-0.986486486,-0.324324324,2.695348837,-0.982954545,-0.996129032,-0.939834025,-0.759259259,0.65839787,-0.691919191919192,0.212875536480687,-0.745945945945946,-0.199219442966117,-0.315436241610738
"261","KMX",1.1526348842115,0.975757576,NA,0.592118227,-0.496917386,0.15640599,-0.669966997,1.235294118,0.768605169,0.645669291338583,8.42553191489362,0.758389261744967,0.218684394681596,-0.462857142857143
"262","KO",0.330812144889316,-0.843243243,0.574468085,-0.292915531,-0.873327386,-0.77274388,-0.871553463,3.255813953,-0.239181814,-0.854409706019599,-0.171345743057675,1.03557312252964,1.11551925320887,-0.321951219512195
"263","KORS",NA,NA,NA,NA,0.558988764,-0.321656753,0.208684654,NA,4.595267746,6.57534246575342,15.5,-0.526645768025078,NA,-0.424937655860349
"264","KR",1.2674068997888,1.356321839,1.25,0.676814988,0.162839248,0.314882033,0.077777778,0.282608696,0.403314312,0.769713261648746,-0.604008293020041,0.227477477477477,NA,0.259052924791086
"265","KSS",-0.195901940335594,-0.150273224,NA,0.054238506,-0.509592326,-0.253581662,-0.372582002,3.142857143,0.016040455,-0.500897666068223,0.508196721311475,0.568862275449102,0.664510913500404,NA
"266","KSU",0.741190043969311,2.053333333,NA,0.636663914,0.920863309,0.758675079,0.534534535,-0.155172414,0.231172545,1.91515151515152,1.7972027972028,-0.0982142857142858,-0.0766691122523844,0.431226765799257
"267","L",0.196981057805432,0.316793893,0,0.196074337,0.064285714,0.091068301,NA,0.234042553,-0.027748283,0.093984962406015,-0.498391248391248,0.0349999999999999,0.207006369426752,-0.263029315960912
